HYT,Blackrock Corporate High Yield ,HYT
MAC,Macerich Company (The),MAC
ICFI,"ICF International, Inc.",ICFI
ASO,"Academy Sports and Outdoors, In",ASO
USPH,"U.S. Physical Therapy, Inc.",USPH
RGNX,REGENXBIO Inc.,RGNX
VRTS,"Virtus Investment Partners, Inc",VRTS
STOK,"Stoke Therapeutics, Inc.",STOK
FPF,First Trust Intermediate Durati,FPF
LKFN,Lakeland Financial Corporation,LKFN
AVYA,Avaya Holdings Corp.,AVYA
TTMI,"TTM Technologies, Inc.",TTMI
FRO,Frontline Ltd.,FRO
ETV,Eaton Vance Corporation Eaton V,ETV
BTZ,BlackRock Credit Allocation Inc,BTZ
HEP,"Holly Energy Partners, L.P.",HEP
ZUO,"Zuora, Inc.",ZUO
HSC,Harsco Corporation,HSC
EAR,"Eargo, Inc.",EAR
TSLX,"Sixth Street Specialty Lending,",TSLX
SRRK,Scholar Rock Holding Corporatio,SRRK
NBTB,NBT Bancorp Inc.,NBTB
SG,"Sweetgreen, Inc.",SG
NRIX,"Nurix Therapeutics, Inc.",NRIX
GMS,GMS Inc.,GMS
BRMK,Broadmark Realty Capital Inc.,BRMK
CBZ,"CBIZ, Inc.",CBZ
MEI,"Methode Electronics, Inc.",MEI
BGCP,"BGC Partners, Inc.",BGCP
PNTG,"The Pennant Group, Inc.",PNTG
ROAD,"Construction Partners, Inc.",ROAD
YALA,Yalla Group Limited,YALA
SIMO,Silicon Motion Technology Corpo,SIMO
FORTY,Formula Systems (1985) Ltd.,FORTY
WMK,"Weis Markets, Inc.",WMK
KEN,Kenon Holdings Ltd.,KEN
LGND,Ligand Pharmaceuticals Incorpor,LGND
CRC,California Resources Corporatio,CRC
UPLD,"Upland Software, Inc.",UPLD
ATNX,"Athenex, Inc.",ATNX
ACB,Aurora Cannabis Inc.,ACB
MYGN,"Myriad Genetics, Inc.",MYGN
CHRS,"Coherus BioSciences, Inc.",CHRS
VCTR,"Victory Capital Holdings, Inc. ",VCTR
WBT,"Welbilt, Inc.",WBT
ETG,Eaton Vance Tax-Advantaged Glob,ETG
BXMX,Nuveen S&P 500 Buy-Write Income,BXMX
ANF,Abercrombie & Fitch Company,ANF
HHR,HeadHunter Group PLC,HHR
ASTE,"Astec Industries, Inc.",ASTE
RTLR,Rattler Midstream LP,RTLR
CVGW,"Calavo Growers, Inc.",CVGW
NYMT,"New York Mortgage Trust, Inc.",NYMT
STTK,"Shattuck Labs, Inc.",STTK
MHO,"M/I Homes, Inc.",MHO
PRAX,"Praxis Precision Medicines, Inc",PRAX
KRG,Kite Realty Group Trust,KRG
DKL,"Delek Logistics Partners, L.P.",DKL
SVM,Silvercorp Metals Inc.,SVM
IRT,"Independence Realty Trust, Inc.",IRT
CODI,D/B/A Compass Diversified Holdi,CODI
EPAC,Enerpac Tool Group Corp.,EPAC
GTY,Getty Realty Corporation,GTY
ADVM,"Adverum Biotechnologies, Inc.",ADVM
LNN,Lindsay Corporation,LNN
IH,iHuman Inc.,IH
ICPT,"Intercept Pharmaceuticals, Inc.",ICPT
AKR,Acadia Realty Trust,AKR
CCCC,"C4 Therapeutics, Inc.",CCCC
ENDP,Endo International plc,ENDP
TNC,Tennant Company,TNC
PAYA,Paya Holdings Inc.,PAYA
MGNX,"MacroGenics, Inc.",MGNX
VSTO,Vista Outdoor Inc.,VSTO
CMPS,COMPASS Pathways Plc - American,CMPS
LASR,"nLIGHT, Inc.",LASR
MTRN,Materion Corporation,MTRN
MSEX,Middlesex Water Company,MSEX
SA,"Seabridge Gold, Inc.",SA
KALU,Kaiser Aluminum Corporation,KALU
SGRY,"Surgery Partners, Inc.",SGRY
NFJ,"AllianzGI NFJ Dividend, Interes",NFJ
PFS,"Provident Financial Services, I",PFS
CRS,Carpenter Technology Corporatio,CRS
CEQP,Crestwood Equity Partners LP,CEQP
NGD,New Gold Inc.,NGD
EGBN,"Eagle Bancorp, Inc.",EGBN
AMCX,AMC Networks Inc.,AMCX
STC,Stewart Information Services Co,STC
AROC,"Archrock, Inc.",AROC
REAL,"The RealReal, Inc.",REAL
TRS,TriMas Corporation,TRS
BDTX,"Black Diamond Therapeutics, Inc",BDTX
CASH,"Pathward Financial, Inc.",CASH
SILV,SilverCrest Metals Inc.,SILV
VITL,"Vital Farms, Inc.",VITL
HOPE,"Hope Bancorp, Inc.",HOPE
BEST,BEST Inc.,BEST
CNXN,"PC Connection, Inc.",CNXN
BTAI,"BioXcel Therapeutics, Inc.",BTAI
GFF,Griffon Corporation,GFF
SBH,"Sally Beauty Holdings, Inc. (Na",SBH
MBUU,"Malibu Boats, Inc.",MBUU
FARO,"FARO Technologies, Inc.",FARO
TBK,"Triumph Bancorp, Inc.",TBK
HSKA,Heska Corporation,HSKA
SLP,"Simulations Plus, Inc.",SLP
SNEX,StoneX Group Inc.,SNEX
GRBK,"Green Brick Partners, Inc.",GRBK
PLAY,"Dave & Buster's Entertainment, ",PLAY
FSM,Fortuna Silver Mines Inc,FSM
GVA,Granite Construction Incorporat,GVA
USAC,"USA Compression Partners, LP",USAC
RDWR,Radware Ltd.,RDWR
EVH,"Evolent Health, Inc",EVH
MLCO,Melco Resorts & Entertainment L,MLCO
COHU,"Cohu, Inc.",COHU
FDP,"Fresh Del Monte Produce, Inc.",FDP
PAR,PAR Technology Corporation,PAR
KPTI,Karyopharm Therapeutics Inc.,KPTI
EPZM,"Epizyme, Inc.",EPZM
GEO,Geo Group Inc (The) REIT,GEO
UCTT,"Ultra Clean Holdings, Inc.",UCTT
NMRK,"Newmark Group, Inc.",NMRK
PGEN,"Precigen, Inc.",PGEN
PSNL,"Personalis, Inc.",PSNL
IMGN,"ImmunoGen, Inc.",IMGN
BST,BlackRock Science and Technolog,BST
INVA,"Innoviva, Inc.",INVA
CNR,"Cornerstone Building Brands, In",CNR
BOOT,"Boot Barn Holdings, Inc.",BOOT
BALY,Bally's Corporation,BALY
EVER,"EverQuote, Inc.",EVER
ALEX,"Alexander & Baldwin, Inc.",ALEX
PRIM,Primoris Services Corporation,PRIM
ELF,"e.l.f. Beauty, Inc.",ELF
RNA,"Avidity Biosciences, Inc.",RNA
CYTK,"Cytokinetics, Incorporated",CYTK
PHAT,"Phathom Pharmaceuticals, Inc.",PHAT
DLX,Deluxe Corporation,DLX
BUSE,First Busey Corporation,BUSE
OPI,Office Properties Income Trust,OPI
SWM,Schweitzer-Mauduit Internationa,SWM
PRTC,PureTech Health plc,PRTC
DHC,Diversified Healthcare Trust,DHC
LOMA,Loma Negra Compania Industrial ,LOMA
SUPN,"Supernus Pharmaceuticals, Inc.",SUPN
VBTX,"Veritex Holdings, Inc.",VBTX
NKTX,"Nkarta, Inc.",NKTX
RGR,"Sturm, Ruger & Company, Inc.",RGR
UVV,Universal Corporation,UVV
ERJ,Embraer S.A.,ERJ
AMSF,"AMERISAFE, Inc.",AMSF
MODN,"Model N, Inc.",MODN
ECOL,"US Ecology, Inc.",ECOL
SAFT,"Safety Insurance Group, Inc.",SAFT
TBPH,"Theravance Biopharma, Inc.",TBPH
ATRI,Atrion Corporation,ATRI
MTDR,Matador Resources Company,MTDR
LADR,Ladder Capital Corp,LADR
AR,Antero Resources Corporation,AR
PGTI,"PGT Innovations, Inc.",PGTI
VSTA,Vasta Platform Limited,VSTA
NMFC,New Mountain Finance Corporatio,NMFC
GBX,"Greenbrier Companies, Inc. (The",GBX
BLFS,"BioLife Solutions, Inc.",BLFS
CRK,"Comstock Resources, Inc.",CRK
EVOP,"EVO Payments, Inc.",EVOP
STAR,iStar Inc.,STAR
WIRE,Encore Wire Corporation,WIRE
LBRT,Liberty Energy Inc.,LBRT
PLUS,ePlus inc.,PLUS
VCEL,Vericel Corporation,VCEL
CHCO,City Holding Company,CHCO
AZZ,AZZ Inc.,AZZ
EFSC,Enterprise Financial Services C,EFSC
NXRT,"NexPoint Residential Trust, Inc",NXRT
CHCT,Community Healthcare Trust Inco,CHCT
NXGN,"NextGen Healthcare, Inc.",NXGN
PRPB,CC Neuberger Principal Holdings,PRPB
BWMX,"Betterware de Mexico, S.A.P.I. ",BWMX
CRTO,Criteo S.A.,CRTO
ORIC,"Oric Pharmaceuticals, Inc.",ORIC
CGEN,Compugen Ltd.,CGEN
OPRA,Opera Limited,OPRA
BROG,Brooge Energy Limited,BROG
AMTI,Applied Molecular Transport Inc,AMTI
DOMO,"Domo, Inc.",DOMO
OCUL,"Ocular Therapeutix, Inc.",OCUL
DRQ,"Dril-Quip, Inc.",DRQ
FRG,"Franchise Group, Inc.",FRG
GPRO,"GoPro, Inc.",GPRO
CERS,Cerus Corporation,CERS
SMP,"Standard Motor Products, Inc.",SMP
CYH,"Community Health Systems, Inc.",CYH
GIII,"G-III Apparel Group, LTD.",GIII
NEXA,Nexa Resources S.A.,NEXA
FAX,592314,FAX
RNP,Cohen & Steers Reit and Preferr,RNP
GES,"Guess?, Inc.",GES
VLRS,Controladora Vuela Compania de ,VLRS
TTCF,"Tattooed Chef, Inc.",TTCF
NBHC,National Bank Holdings Corporat,NBHC
GTH,Genetron Holdings Limited,GTH
ECPG,Encore Capital Group Inc,ECPG
SBSI,"Southside Bancshares, Inc.",SBSI
RPTX,Repare Therapeutics Inc.,RPTX
ETW,Eaton Vance Corporation Eaton V,ETW
QQQX,Nuveen NASDAQ 100 Dynamic Overw,QQQX
DDS,"Dillard's, Inc.",DDS
SSP,E.W. Scripps Company (The),SSP
NHC,National HealthCare Corporation,NHC
KNSA,"Kiniksa Pharmaceuticals, Ltd.",KNSA
FLGT,"Fulgent Genetics, Inc.",FLGT
CRHC,Cohn Robbins Holdings Corp.,CRHC
PBI,Pitney Bowes Inc.,PBI
TIGR,UP Fintech Holding Limited,TIGR
RMR,The RMR Group Inc.,RMR
ARQT,"Arcutis Biotherapeutics, Inc.",ARQT
SPH,"Suburban Propane Partners, L.P.",SPH
DIN,"Dine Brands Global, Inc. Common",DIN
ACEL,"Accel Entertainment, Inc.",ACEL
KREF,KKR Real Estate Finance Trust I,KREF
LRN,"Stride, Inc.",LRN
RWT,"Redwood Trust, Inc.",RWT
EOS,Eaton Vance Enhance Equity Inco,EOS
CTS,CTS Corporation,CTS
CCF,Chase Corporation,CCF
NVEE,"NV5 Global, Inc.",NVEE
FFC,Flaherty & Crumrine Preferred S,FFC
TMP,Tompkins Financial Corporation,TMP
ARCO,Arcos Dorados Holdings Inc.,ARCO
TCBK,TriCo Bancshares,TCBK
HEES,"H&E Equipment Services, Inc.",HEES
HURN,Huron Consulting Group Inc.,HURN
CANG,Cango Inc.,CANG
ALEC,"Alector, Inc.",ALEC
ARCB,ArcBest Corporation,ARCB
CDXS,"Codexis, Inc.",CDXS
XPEL,"XPEL, Inc.",XPEL
AKRO,"Akero Therapeutics, Inc.",AKRO
PLRX,"Pliant Therapeutics, Inc.",PLRX
AVO,"Mission Produce, Inc.",AVO
DK,"Delek US Holdings, Inc.",DK
LAC,Lithium Americas Corp.,LAC
OCFC,OceanFirst Financial Corp.,OCFC
RYTM,"Rhythm Pharmaceuticals, Inc.",RYTM
RDNT,"RadNet, Inc.",RDNT
FBNC,First Bancorp,FBNC
SRCE,1st Source Corporation,SRCE
EIG,Employers Holdings Inc,EIG
GRVY,"GRAVITY Co., Ltd.",GRVY
SCWX,SecureWorks Corp.,SCWX
CHY,Calamos Convertible and High In,CHY
FCF,First,FCF
NTGR,"NETGEAR, Inc.",NTGR
AWF,Alliancebernstein Global High I,AWF
ANNX,"Annexon, Inc.",ANNX
EIM,100401,EIM
GLNG,Golar LNG Limited,GLNG
OXM,"Oxford Industries, Inc.",OXM
ARVN,"Arvinas, Inc.",ARVN
EBIX,"Ebix, Inc.",EBIX
QIWI,QIWI plc,QIWI
DEN,Denbury Inc.,DEN
MYI,Blackrock MuniYield Quality Fun,MYI
SYBT,"Stock Yards Bancorp, Inc.",SYBT
INSG,Inseego Corp.,INSG
DDD,3D Systems Corporation,DDD
AIR,AAR Corp.,AIR
AGYS,"Agilysys, Inc.",AGYS
BRKL,"Brookline Bancorp, Inc.",BRKL
RMAX,"RE/MAX Holdings, Inc.",RMAX
HQH,Tekla Healthcare Investors,HQH
CLB,Core Laboratories N.V.,CLB
SXI,Standex International Corporati,SXI
DRD,DRDGOLD Limited,DRD
UNFI,"United Natural Foods, Inc.",UNFI
WNC,Wabash National Corporation,WNC
STBA,"S&T Bancorp, Inc.",STBA
CSTL,"Castle Biosciences, Inc.",CSTL
CLLS,Cellectis S.A.,CLLS
EVRI,Everi Holdings Inc.,EVRI
JPC,Nuveen Preferred & Income Oppor,JPC
QNST,"QuinStreet, Inc.",QNST
KNDI,"Kandi Technologies Group, Inc.",KNDI
AXL,American Axle & Manufacturing H,AXL
FOR,Forestar Group Inc,FOR
MCRI,"Monarch Casino & Resort, Inc.",MCRI
CLS,"Celestica, Inc.",CLS
SNDX,"Syndax Pharmaceuticals, Inc.",SNDX
OTRK,"Ontrak, Inc.",OTRK
MORF,"Morphic Holding, Inc.",MORF
SWBI,"Smith & Wesson Brands, Inc.",SWBI
SRG,Seritage Growth Properties,SRG
TGH,Textainer Group Holdings Limite,TGH
TLRY,"Tilray Brands, Inc. - Class 2",TLRY
HY,"Hyster-Yale Materials Handling,",HY
KFRC,"Kforce, Inc.",KFRC
TCRR,TCR2 Therapeutics Inc.,TCRR
INBX,"Inhibrx, Inc.",INBX
AUDC,AudioCodes Ltd.,AUDC
CPG,Crescent Point Energy Corporati,CPG
IMAX,Imax Corporation,IMAX
GRC,Gorman-Rupp Company (The),GRC
KIDS,OrthoPediatrics Corp.,KIDS
DHT,"DHT Holdings, Inc.",DHT
ENTA,"Enanta Pharmaceuticals, Inc.",ENTA
CMCO,Columbus McKinnon Corporation,CMCO
PAE,PAE Incorporated,PAE
KRNY,Kearny Financial,KRNY
PBF,PBF Energy Inc.,PBF
CNDT,Conduent Incorporated,CNDT
GABC,"German American Bancorp, Inc.",GABC
AOD,Aberdeen Total Dynamic Dividend,AOD
ZUMZ,Zumiez Inc.,ZUMZ
UIS,Unisys Corporation New,UIS
HFWA,Heritage Financial Corporation,HFWA
DYN,"Dyne Therapeutics, Inc.",DYN
CHI,Calamos Convertible Opportuniti,CHI
ACLS,"Axcelis Technologies, Inc.",ACLS
PLOW,"Douglas Dynamics, Inc.",PLOW
CENX,Century Aluminum Company,CENX
OFG,OFG Bancorp,OFG
AMPH,"Amphastar Pharmaceuticals, Inc.",AMPH
PTNR,Partner Communications Company ,PTNR
BHE,"Benchmark Electronics, Inc.",BHE
PRA,ProAssurance Corporation,PRA
SHYF,"The Shyft Group, Inc.",SHYF
GAM,"General American Investors, Inc",GAM
OEC,Orion Engineered Carbons S.A,OEC
INN,"Summit Hotel Properties, Inc.",INN
JBSS,"John B. Sanfilippo & Son, Inc.",JBSS
BHLB,"Berkshire Hills Bancorp, Inc.",BHLB
MEG,"Montrose Environmental Group, I",MEG
MATW,Matthews International Corporat,MATW
CLM,111422,CLM
ALP-PQ,Alabama Power Company 5.00%,ALP-PQ
PACK,Ranpak Holdings Corp,PACK
CEVA,"CEVA, Inc.",CEVA
BHK,Blackrock Core Bond Trust Black,BHK
OSUR,"OraSure Technologies, Inc.",OSUR
HA,"Hawaiian Holdings, Inc.",HA
JOUT,Johnson Outdoors Inc.,JOUT
ITOS,"iTeos Therapeutics, Inc.",ITOS
LNTH,"Lantheus Holdings, Inc.",LNTH
SFL,SFL Corporation Ltd,SFL
FPH,"Five Point Holdings, LLC",FPH
HCC,"Warrior Met Coal, Inc.",HCC
FPAC,Far Peak Acquisition Corporatio,FPAC
RBBN,Ribbon Communications Inc.,RBBN
CMRE,Costamare Inc.,CMRE
RILY,"B. Riley Financial, Inc.",RILY
VMO,Invesco Municipal Opportunity T,VMO
BJRI,"BJ's Restaurants, Inc.",BJRI
GHLD,Guild Holdings Company,GHLD
KRYS,"Krystal Biotech, Inc.",KRYS
SKT,"Tanger Factory Outlet Centers, ",SKT
AHH,"Armada Hoffler Properties, Inc.",AHH
TCMD,"Tactile Systems Technology, Inc",TCMD
HIMX,"Himax Technologies, Inc.",HIMX
MOBL,"MobileIron, Inc.",MOBL
STKL,"SunOpta, Inc.",STKL
MYRG,"MYR Group, Inc.",MYRG
ESPR,"Esperion Therapeutics, Inc.",ESPR
PTGX,"Protagonist Therapeutics, Inc.",PTGX
UHT,Universal Health Realty Income ,UHT
CALT,Calliditas Therapeutics AB,CALT
MDP,Meredith Corporation,MDP
TEN,Tenneco Inc.,TEN
JQC,Nuveen Credit Strategies Income,JQC
RIG,Transocean Ltd (Switzerland),RIG
KELYA,"Kelly Services, Inc.",KELYA
CXW,"CoreCivic, Inc.",CXW
PI,"Impinj, Inc.",PI
FREQ,"Frequency Therapeutics, Inc.",FREQ
AC,"Associated Capital Group, Inc.",AC
TDF,"Templeton Dragon Fund, Inc.",TDF
GOF,Guggenheim Strategic Opportunit,GOF
FANH,Fanhua Inc.,FANH
TSHA,"Taysha Gene Therapies, Inc.",TSHA
TRHC,"Tabula Rasa HealthCare, Inc.",TRHC
PETQ,"PetIQ, Inc.",PETQ
ATEC,"Alphatec Holdings, Inc.",ATEC
VIVO,Meridian Bioscience Inc.,VIVO
GME,GameStop Corporation,GME
EMD,Western Asset Emerging Markets ,EMD
HNGR,"Hanger, Inc.",HNGR
AIO,AllianzGI Artificial Intelligen,AIO
INGN,"Inogen, Inc",INGN
FFWM,First Foundation Inc.,FFWM
GOGO,Gogo Inc.,GOGO
IESC,"IES Holdings, Inc.",IESC
GRPN,"Groupon, Inc.",GRPN
VECO,Veeco Instruments Inc.,VECO
THQ,Tekla Healthcare Opportunies Fu,THQ
PRVB,"Provention Bio, Inc.",PRVB
PTEN,"Patterson-UTI Energy, Inc.",PTEN
LL,"LL Flooring Holdings, Inc.",LL
CARA,"Cara Therapeutics, Inc.",CARA
SCHL,Scholastic Corporation,SCHL
ATNI,"ATN International, Inc.",ATNI
TGS,Transportadora de Gas del Sur S,TGS
CLDX,"Celldex Therapeutics, Inc.",CLDX
FORR,"Forrester Research, Inc.",FORR
BRBR,"BellRing Brands, Inc.",BRBR
PFC,Premier Financial Corp.,PFC
RESI,Kelly Strategic ETF Trust Kelly,RESI
BEDU,Bright Scholar Education Holdin,BEDU
OSPN,OneSpan Inc.,OSPN
SCU,"Sculptor Capital Management, In",SCU
MBIN,Merchants Bancorp,MBIN
WRLD,World Acceptance Corporation,WRLD
TVTY,"Tivity Health, Inc.",TVTY
SOHU,Sohu.com Limited,SOHU
CET,11017,CET
PRDO,Perdoceo Education Corporation,PRDO
PDFS,"PDF Solutions, Inc.",PDFS
PAHC,Phibro Animal Health Corporatio,PAHC
ENVA,"Enova International, Inc.",ENVA
IMOS,ChipMOS TECHNOLOGIES INC.,IMOS
LMAT,"LeMaitre Vascular, Inc.",LMAT
TCX,Tucows Inc.,TCX
SSYS,"Stratasys, Ltd.",SSYS
ATHA,"Athira Pharma, Inc.",ATHA
GSKY,"GreenSky, Inc.",GSKY
IMKTA,"Ingles Markets, Incorporated",IMKTA
IGR,CBRE Clarion Global Real Estate,IGR
STEP,StepStone Group Inc.,STEP
NIE,AllianzGI Equity & Convertible ,NIE
CHEF,"The Chefs' Warehouse, Inc.",CHEF
IIIV,"i3 Verticals, Inc.",IIIV
DESP,"Despegar.com, Corp.",DESP
BCSF,"Bain Capital Specialty Finance,",BCSF
AGX,"Argan, Inc.",AGX
MDXG,"MiMedx Group, Inc",MDXG
RBAC,RedBall Acquisition Corp.,RBAC
PASG,"Passage Bio, Inc.",PASG
RA,Brookfield Real Assets Income F,RA
SOLO,Electrameccanica Vehicles Corp.,SOLO
OCSL,Oaktree Specialty Lending Corpo,OCSL
NP,"Neenah, Inc.",NP
KYN,Kayne Anderson MLP/Midstream In,KYN
CAMT,Camtek Ltd.,CAMT
TPB,"Turning Point Brands, Inc.",TPB
CII,Blackrock Capital and Income Fu,CII
HTD,John Hancock Tax Advantaged Div,HTD
BKD,Brookdale Senior Living Inc.,BKD
HMST,"HomeStreet, Inc.",HMST
TRTX,"TPG RE Finance Trust, Inc.",TRTX
BCRX,"BioCryst Pharmaceuticals, Inc.",BCRX
ALGS,"Aligos Therapeutics, Inc.",ALGS
SQZ,SQZ Biotechnologies Company,SQZ
ADAP,Adaptimmune Therapeutics plc,ADAP
NESR,National Energy Services Reunit,NESR
SRI,"Stoneridge, Inc.",SRI
GLDD,Great Lakes Dredge & Dock Corpo,GLDD
PLAB,"Photronics, Inc.",PLAB
SLRC,Solar Capital Ltd.,SLRC
RDUS,"Radius Health, Inc.",RDUS
SGH,"SMART Global Holdings, Inc.",SGH
CIR,"CIRCOR International, Inc.",CIR
GEL,"Genesis Energy, L.P.",GEL
OMER,Omeros Corporation,OMER
MGIC,Magic Software Enterprises Ltd.,MGIC
HZO,"MarineMax, Inc.  (FL)",HZO
AGM,Federal Agricultural Mortgage C,AGM
ANDE,"The Andersons, Inc.",ANDE
LE,"Lands' End, Inc.",LE
MMX,Maverix Metals Inc.,MMX
SII,Sprott Inc.,SII
RC,Ready Capital Corproation,RC
OSW,OneSpaWorld Holdings Limited,OSW
MGPI,"MGP Ingredients, Inc.",MGPI
ANAB,"AnaptysBio, Inc.",ANAB
WLL,Whiting Petroleum Corporation,WLL
IIM,Invesco Value Municipal Income ,IIM
TIG,"Trean Insurance Group, Inc.",TIG
GIM,"Templeton Global Income Fund, I",GIM
BFS,"Saul Centers, Inc.",BFS
AGEN,Agenus Inc.,AGEN
LDP,Cohen & Steers Limited Duration,LDP
AFIB,"Acutus Medical, Inc.",AFIB
WIW,Western Asset Inflation-Linked ,WIW
ACCO,Acco Brands Corporation,ACCO
CYD,China Yuchai International Limi,CYD
CPAC,Cementos Pacasmayo S.A.A.,CPAC
HOLI,Hollysys Automation Technologie,HOLI
GLT,Glatfelter Corporation,GLT
AINV,Apollo Investment Corporation -,AINV
TPC,Tutor Perini Corporation,TPC
GSG,iShares GSCI Commodity-Indexed ,GSG
CNOB,"ConnectOne Bancorp, Inc.",CNOB
SIBN,"SI-BONE, Inc.",SIBN
EBON,Ebang International Holdings In,EBON
WLKP,Westlake Chemical Partners LP,WLKP
HIBB,"Hibbett, Inc.",HIBB
OFIX,Orthofix Medical Inc.,OFIX
APOG,"Apogee Enterprises, Inc.",APOG
CRMT,"America's Car-Mart, Inc.",CRMT
CEPU,Central Puerto S.A.,CEPU
DENN,Denny's Corporation,DENN
IHRT,"iHeartMedia, Inc.",IHRT
VKQ,Invesco Municipal Trust,VKQ
DBD,Diebold Nixdorf Incorporated,DBD
EXTR,"Extreme Networks, Inc.",EXTR
NTUS,Natus Medical Incorporated,NTUS
STRO,"Sutro Biopharma, Inc.",STRO
WTRE,WisdomTree New Economy Real Est,WTRE
RBCAA,"Republic Bancorp, Inc.",RBCAA
PSTX,"Poseida Therapeutics, Inc.",PSTX
QUOT,Quotient Technology Inc.,QUOT
VNDA,Vanda Pharmaceuticals Inc.,VNDA
SBLK,Star Bulk Carriers Corp.,SBLK
AMBC,"Ambac Financial Group, Inc.",AMBC
VTOL,"Bristow Group, Inc.",VTOL
BOE,Blackrock Enhanced Global Divid,BOE
ARR,"ARMOUR Residential REIT, Inc.",ARR
BANC,"Banc of California, Inc.",BANC
NWLI,"National Western Life Group, In",NWLI
GOSS,"Gossamer Bio, Inc.",GOSS
GMRE,Global Medical REIT Inc.,GMRE
RES,"RPC, Inc.",RES
AMEH,"Apollo Medical Holdings, Inc.",AMEH
ICLK,iClick Interactive Asia Group L,ICLK
ICHR,Ichor Holdings,ICHR
CARS,Cars.com Inc.,CARS
AGRO,Adecoagro S.A.,AGRO
NX,Quanex Building Products Corpor,NX
WASH,"Washington Trust Bancorp, Inc.",WASH
LEAP,"Ribbit LEAP, Ltd.",LEAP
AKUS,"Akouos, Inc.",AKUS
VAPO,"Vapotherm, Inc.",VAPO
OII,"Oceaneering International, Inc.",OII
UEIC,Universal Electronics Inc.,UEIC
ALBO,"Albireo Pharma, Inc.",ALBO
IQI,Invesco Quality Municipal Incom,IQI
PDT,John Hancock Premium Dividend F,PDT
WINA,Winmark Corporation,WINA
TLMD,"SOC Telemed, Inc.",TLMD
ETJ,Eaton Vance Risk-Managed Divers,ETJ
IMTX,Immatics N.V.,IMTX
TBBK,"The Bancorp, Inc.",TBBK
TCPC,BlackRock TCP Capital Corp.,TCPC
STNG,Scorpio Tankers Inc.,STNG
MYD,"Blackrock MuniYield Fund, Inc.",MYD
PRTS,"CarParts.com, Inc.",PRTS
SP,SP Plus Corporation,SP
BFK,BlackRock Municipal Income Trus,BFK
NXE,Nexgen Energy Ltd.,NXE
SPTN,SpartanNash Company,SPTN
SCHN,"Schnitzer Steel Industries, Inc",SCHN
VXRT,"Vaxart, Inc. - Common Stock",VXRT
ABTX,"Allegiance Bancshares, Inc.",ABTX
GSBC,"Great Southern Bancorp, Inc.",GSBC
CCD,Calamos Dynamic Convertible & I,CCD
INZY,"Inozyme Pharma, Inc.",INZY
PARR,"Par Pacific Holdings, Inc. Comm",PARR
HLIT,Harmonic Inc.,HLIT
COLL,"Collegium Pharmaceutical, Inc.",COLL
MNKD,MannKind Corporation,MNKD
HBNC,"Horizon Bancorp, Inc.",HBNC
HIO,Western Asset High Income Oppor,HIO
VBIV,"VBI Vaccines, Inc.",VBIV
QTT,Qutoutiao Inc.,QTT
DUO,Fangdd Network Group Ltd.,DUO
EFC,Ellington Financial Inc.,EFC
MNRL,"Brigham Minerals, Inc.",MNRL
CLNE,Clean Energy Fuels Corp.,CLNE
GOOD,Gladstone Commercial Corporatio,GOOD
TBI,"TrueBlue, Inc.",TBI
WOW,"WideOpenWest, Inc.",WOW
CAPL,CrossAmerica Partners LP,CAPL
BBAR,Banco BBVA Argentina S.A.,BBAR
HFRO,Highland Floating Rate Opportun,HFRO
COWN,Cowen Inc.,COWN
SCSC,"ScanSource, Inc.",SCSC
KOS,Kosmos Energy Ltd.,KOS
CLW,Clearwater Paper Corporation,CLW
FINV,FinVolution Group,FINV
NPK,"National Presto Industries, Inc",NPK
FHTX,Foghorn Therapeutics Inc.,FHTX
CPS,Cooper-Standard Holdings Inc.,CPS
AVRO,"AVROBIO, Inc.",AVRO
SPPI,"Spectrum Pharmaceuticals, Inc.",SPPI
LBAI,"Lakeland Bancorp, Inc.",LBAI
OBNK,"Origin Bancorp, Inc.",OBNK
CTBI,"Community Trust Bancorp, Inc.",CTBI
SPRB,"Spruce Biosciences, Inc.",SPRB
EH,EHang Holdings Limited,EH
BIT,BlackRock Multi-Sector Income T,BIT
ULH,"Universal Logistics Holdings, I",ULH
CASS,"Cass Information Systems, Inc",CASS
EOI,Eaton Vance Enhance Equity Inco,EOI
DNOW,NOW Inc.,DNOW
EGRX,"Eagle Pharmaceuticals, Inc.",EGRX
HSTM,"HealthStream, Inc.",HSTM
MYE,"Myers Industries, Inc.",MYE
SPWH,"Sportsman's Warehouse Holdings,",SPWH
AMRX,"Amneal Pharmaceuticals, Inc.",AMRX
NEX,NexTier Oilfield Solutions Inc.,NEX
TALO,"Talos Energy, Inc.",TALO
IMXI,"International Money Express, In",IMXI
DMRC,Digimarc Corporation,DMRC
BGY,Blackrock Enhanced Internationa,BGY
VVI,Viad Corp,VVI
BCOR,"Blucora, Inc.",BCOR
FBMS,"The First Bancshares, Inc.",FBMS
NBB,Nuveen Taxable Municipal Income,NBB
ESTA,Establishment Labs Holdings Inc,ESTA
UMH,"UMH Properties, Inc.",UMH
CGBD,"Carlyle Secured Lending, Inc.",CGBD
BOOM,DMC Global Inc.,BOOM
PLYA,Playa Hotels & Resorts N.V.,PLYA
LIND,Lindblad Expeditions Holdings I,LIND
MUC,Blackrock MuniHoldings Californ,MUC
NFBK,"Northfield Bancorp, Inc.",NFBK
TRST,TrustCo Bank Corp NY,TRST
TGI,"Triumph Group, Inc.",TGI
